FSTR_LOOPGROUPID,FDT_TIME,FINT_VOLUME,FINT_SPEED,FINT_OCCUPY,FINT_VH,FSTR_VALIDITY,FINT_LV,FINT_MV,FINT_SV,FINT_LS,FINT_MS,FINT_SS
6.11309E+14,2010/3/1 1:30,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:31,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:31,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:31,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:32,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:32,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:32,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:33,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:33,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:33,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:34,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:34,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:34,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:35,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:35,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:35,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:36,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:36,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:36,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:37,1,100,1,4199,valid,0,0,1,0,0,100
6.11309E+14,2010/3/1 1:37,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:37,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:38,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:38,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:38,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:39,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:39,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:39,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:40,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:40,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:40,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:41,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:41,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:41,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:42,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:42,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:42,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:43,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:43,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:43,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:44,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:44,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:44,0,0,0,0,valid,0,0,0,0,0,0
6.11309E+14,2010/3/1 1:45,0,0,0,0,valid,0,0,0,0,0,0
